Index,Amplitude
1828,-949094682
1829,-815028735
1830,-677140702
1831,-536077210
1832,-392499778
1833,-247081714
1834,-100504957
1835,46543118
1836,193372930
1837,339295917
1838,483627772
1839,625691649
1840,764821338
1841,900364388
1842,1031685170
1843,1158167851
1844,1279219292
1845,1394271818
1846,1502785891
1847,1604252633
1848,1698196213
1849,1784176083
1850,1861789038
1851,1930671112
1852,1990499282
1853,2040992983
1854,2081915423
1855,2113074697
1856,2134324684
1857,2145565730
1858,2146745121
1859,2137857326
1860,2118944024
1861,2090093911
1862,2051442278
1863,2003170382
1864,1945504596
1865,1878715345
1866,1803115835
1867,1719060594
1868,1626943798
1869,1527197430
1870,1420289253
1871,1306720613
1872,1187024091
1873,1061761006
1874,931518781
1875,796908188
1876,658560485
1877,517124455
1878,373263363
1879,227651849
1880,80972759
1881,-66086053
1882,-212834954
1883,-358585764
1884,-502654981
1885,-644366992
1886,-783057237
1887,-918075326
1888,-1048788090
1889,-1174582550
1890,-1294868792
1891,-1409082732
1892,-1516688762
1893,-1617182262
1894,-1710091968
1895,-1794982178
1896,-1871454799
1897,-1939151211
1898,-1997753951
1899,-2046988200
1900,-2086623075
1901,-2116472707
1902,-2136397117
1903,-2146302867
1904,-2146143505
1905,-2135919779
1906,-2115679632
1907,-2085517982
1908,-2045576271
1909,-1996041806
1910,-1937146881
1911,-1869167683
1912,-1792423001
1913,-1707272732
1914,-1614116187
1915,-1513390226
1916,-1405567204
1917,-1291152758
1918,-1170683437
1919,-1044724183
1920,-913865682
1921,-778721598
1922,-639925689
1923,-498128842
1924,-353996014
1925,-208203118
1926,-61433851
1927,85623510
1928,232279340
1929,377845893
1930,521640533
1931,662988934
1932,801228241
1933,935710179
1934,1065804093
1935,1190899906
1936,1310410981
1937,1423776868
1938,1530465938
1939,1629977870
1940,1721846002
1941,1805639517
1942,1880965465
1943,1947470604
1944,2004843057
1945,2052813776
1946,2091157801
1947,2119695317
1948,2138292498
1949,2146862131
1950,2145364030
1951,2133805220
1952,2112239905
1953,2080769217
1954,2039540738
1955,1988747810
1956,1928628626
1957,1859465115
1958,1781581622
1959,1695343381
1960,1601154808
1961,1499457601
1962,1390728670
1963,1275477901
1964,1154245764
1965,1027600778
1966,896136847
1967,760470471
1968,621237861
1969,479091948
1970,334699329
1971,188737132
1972,41889851
1973,-105153872
1974,-251704475
1975,-397074708
1976,-540582854
1977,-681555931
1978,-819332844
1979,-953267485
1980,-1082731768
1981,-1207118568
1982,-1325844571
1983,-1438353011
1984,-1544116278
1985,-1642638394
1986,-1733457339
1987,-1816147215
1988,-1890320248
1989,-1955628603
1990,-2011766014
1991,-2058469226
1992,-2095519223
1993,-2122742258
1994,-2140010670
1995,-2147243476
1996,-2144406760
1997,-2131513823
1998,-2108625128
1999,-2075848011
2000,-2033336181
2001,-1981288998
2002,-1919950537
2003,-1849608446
2004,-1770592595
2005,-1683273530
2006,-1588060734
2007,-1485400709
2008,-1375774881
2009,-1259697340
2010,-1137712434
2011,-1010392213
2012,-878333745
2013,-742156322
2014,-602498548
2015,-460015350
2016,-315374905
2017,-169255505
2018,-22342380
2019,124675519
2020,271108751
2021,416270616
2022,559480376
2023,700066445
2024,837369545
2025,970745791
2026,1099569713
2027,1223237191
2028,1341168283
2029,1452809952
2030,1557638651
2031,1655162787
2032,1744925017
2033,1826504401
2034,1899518372
2035,1963624530
2036,2018522248
2037,2063954083
2038,2099706981
2039,2125613280
2040,2141551490
2041,2147446870
2042,2143271774
2043,2129045780
2044,2104835601
2045,2070754771
2046,2026963113
2047,1973665989
2048,1911113335
2049,1839598493
2050,1759456833
2051,1671064179
2052,1574835052
2053,1471220717
2054,1360707075
2055,1243812382
2056,1121084817
2057,993099912
2058,860457853
2059,723780667
2060,583709303
2061,440900628
2062,296024345
2063,149759851
2064,2793058
2065,-144186833
2066,-290490559
2067,-435432027
2068,-578331530
2069,-718518942
2070,-855336850
2071,-988143647
2072,-1116316532
2073,-1239254439
2074,-1356380847
2075,-1467146492
2076,-1571031937
2077,-1667550009
2078,-1756248086
2079,-1836710218
2080,-1908559076
2081,-1971457724
2082,-2025111199
2083,-2069267892
2084,-2103720728
2085,-2128308143
2086,-2142914832
2087,-2147472297
2088,-2141959166
2089,-2126401293
2090,-2100871637
2091,-2065489919
2092,-2020422063
2093,-1965879414
2094,-1902117751
2095,-1829436084
2096,-1748175257
2097,-1658716341
2098,-1561478856
2099,-1456918798
2100,-1345526503
2101,-1227824345
2102,-1104364291
2103,-975725308
2104,-842510651
2105,-705345029
2106,-564871684
2107,-421749367
2108,-276649252
2109,-130251786
2110,16756496
2111,163686199
2112,309848293
2113,454557351
2114,597134756
2115,736911892
2116,873233270
2117,1005459611
2118,1132970838
2119,1255168985
2120,1371481002
2121,1481361444
2122,1584295024
2123,1679799034
2124,1767425608
2125,1846763819
2126,1917441610
2127,1979127536
2128,2031532321
2129,2074410211
2130,2107560132
2131,2130826625
2132,2144100581
2133,2147319754
2134,2140469046
2135,2123580584
2136,2096733566
2137,2060053892
2138,2013713572
2139,1957929918
2140,1892964530
2141,1819122063
2142,1736748802
2143,1646231038
2144,1547993254
2145,1442496139
2146,1330234421
2147,1211734553
2148,1087552242
2149,958269843
2150,824493626
2151,686850937
2152,545987252
2153,402563154
2154,257251232
2155,110732926
2156,-36304661
2157,-183171999
2158,-329180349
2159,-473645004
2160,-615888495
2161,-755243771
2162,-891057322
2163,-1022692249
2164,-1149531250
2165,-1270979510
2166,-1386467497
2167,-1495453629
2168,-1597426815
2169,-1691908848
2170,-1778456656
2171,-1856664371
2172,-1926165237
2173,-1986633329
2174,-2037785081
2175,-2079380617
2176,-2111224873
2177,-2133168516
2178,-2145108641
2179,-2146989254
2180,-2138801536
2181,-2120583884
2182,-2092421730
2183,-2054447139
2184,-2006838196
2185,-1949818161
2186,-1883654432
2187,-1808657284
2188,-1725178417
2189,-1633609305
2190,-1534379364
2191,-1427953934
2192,-1314832097
2193,-1195544340
2194,-1070650064
2195,-940734962
2196,-806408272
2197,-668299922
2198,-527057572
2199,-383343579
2200,-237831892
2201,-91204890
2202,55849818
2203,202642618
2204,348485124
2205,492693404
2206,634591193
2207,773513060
2208,908807528
2209,1039840133
2210,1165996395
2211,1286684704
2212,1401339090
2213,1509421881
2214,1610426220
2215,1703878447
2216,1789340316
2217,1866411054
2218,1934729235
2219,1993974482
2220,2043868962
2221,2084178695
2222,2114714648
2223,2135333623
2224,2145938926
2225,2146480824
2226,2136956775
2227,2117411443
2228,2087936486
2229,2048670127
2230,1999796505
2231,1941544815
2232,1874188228
2233,1798042614
2234,1713465058
2235,1620852189
2236,1520638314
2237,1413293389
2238,1299320808
2239,1179255047
2240,1053659156
2241,923122118
2242,788256088
2243,649693523
2244,508084212
2245,364092235
2246,218392843
2247,71669295
2248,-75390346
2249,-222096444
2250,-367761018
2251,-511700973
2252,-653241300
2253,-791718245
2254,-926482417
2255,-1056901840
2256,-1182364909
2257,-1302283265
2258,-1416094548
2259,-1523265040
2260,-1623292163
2261,-1715706838
2262,-1800075687
2263,-1876003060
2264,-1943132895
2265,-2001150386
2266,-2049783459
2267,-2088804049
2268,-2118029169
2269,-2137321766
2270,-2146591369
2271,-2145794507
2272,-2134934916
2273,-2114063524
2274,-2083278207
2275,-2042723332
2276,-1992589083
2277,-1933110565
2278,-1864566702
2279,-1787278933
2280,-1701609698
2281,-1607960746
2282,-1506771242
2283,-1398515718
2284,-1283701838
2285,-1162868024
2286,-1036580927
2287,-905432771
2288,-770038579
2289,-631033281
2290,-489068746
2291,-344810717
2292,-198935694
2293,-52127760
2294,94924627
2295,241531864
2296,387006435
2297,530666135
2298,671837270
2299,809857817
2300,944080525
2301,1073875958
2302,1198635437
2303,1317773901
2304,1430732649
2305,1536981960
2306,1636023577
2307,1727393042
2308,1810661877
2309,1885439593
2310,1951375519
2311,2008160446
2312,2055528082
2313,2093256296
2314,2121168160
2315,2139132781
2316,2147065915
2317,2144930358
2318,2132736126
2319,2110540404
2320,2078447278
2321,2036607249
2322,1985216528
2323,1924516110
2324,1854790653
2325,1776367133
2326,1689613319
2327,1594936044
2328,1492779298
2329,1383622147
2330,1267976484
2331,1146384630
2332,1019416792
2333,887668388
2334,751757252
2335,612320743
2336,470012748
2337,325500623
2338,179462059
2339,32581905
2340,-114451040
2341,-260947267
2342,-406219779
2343,-549587319
2344,-690377562
2345,-827930272
2346,-961600394
2347,-1090761079
2348,-1214806628
2349,-1333155327
2350,-1445252179
2351,-1550571504
2352,-1648619407
2353,-1738936089
2354,-1821098011
2355,-1894719873
2356,-1959456425
2357,-2015004082
2358,-2061102356
2359,-2097535065
2360,-2124131361
2361,-2140766517
2362,-2147362525
2363,-2143888451
2364,-2130360588
2365,-2106842374
2366,-2073444099
2367,-2030322384
2368,-1977679449
2369,-1915762163
2370,-1844860889
2371,-1765308118
2372,-1677476915
2373,-1581779164
2374,-1478663642
2375,-1368613909
2376,-1252146046
2377,-1129806230
2378,-1002168174
2379,-869830440
2380,-733413625
2381,-593557459
2382,-450917798
2383,-306163553
2384,-159973551
2385,-13033351
2386,133967969
2387,280341045
2388,425399458
2389,568462956
2390,708860640
2391,845934114
2392,979040570
2393,1107555805
2394,1230877143
2395,1348426270
2396,1459651935
2397,1564032546
2398,1661078609
2399,1750335024
2400,1831383224
2401,1903843130
2402,1967374942
2403,2021680727
2404,2066505817
2405,2101640004
2406,2126918526
2407,2142222840
2408,2147481174
2409,2142668871
2410,2127808498
2411,2102969742
2412,2068269086
2413,2023869258
2414,1969978472
2415,1906849449
2416,1834778234
2417,1754102805
2418,1665201491
2419,1568491195
2420,1464425442
2421,1353492249
2422,1236211839
2423,1113134199
2424,984836503
2425,851920405
2426,715009217
2427,574744985
2428,431785479
2429,286801111
2430,140471785
2431,-6516283
2432,-153473795
2433,-299711589
2434,-444543882
2435,-587291482
2436,-727284972
2437,-863867850
2438,-996399610
2439,-1124258743
2440,-1246845651
2441,-1363585462
2442,-1473930724
2443,-1577363971
2444,-1673400151
2445,-1761588902
2446,-1841516661
2447,-1912808607
2448,-1975130416
2449,-2028189827
2450,-2071738019
2451,-2105570771
2452,-2129529426
2453,-2143501627
2454,-2147421853
2455,-2141271720
2456,-2125080068
2457,-2098922829
2458,-2062922667
2459,-2017248406
2460,-1962114235
2461,-1897778707
2462,-1824543523
2463,-1742752122
2464,-1652788065
2465,-1555073239
2466,-1450065880
2467,-1338258420
2468,-1220175181
2469,-1096369917
2470,-967423214
2471,-833939769
2472,-696545553
2473,-555884879
2474,-412617376
2475,-267414900
2476,-120958378
2477,26065378
2478,172966902
2479,319057295
2480,463651466
2481,606071337
2482,745649030
2483,881729994
2484,1013676074
2485,1140868509
2486,1262710828
2487,1378631650
2488,1488087362
2489,1590564673
2490,1685583012
2491,1772696789
2492,1851497485
2493,1921615563
2494,1982722202
2495,2034530842
2496,2076798527
2497,2109327041
2498,2131963842
2499,2144602774
2500,2147184566
2501,2139697112
2502,2122175524
2503,2094701969
2504,2057405285
2505,2010460376
2506,1954087389
2507,1888550688
2508,1814157606
2509,1731257011
2510,1640237666
2511,1541526408
2512,1435586145
2513,1322913683
2514,1204037403
2515,1079514775
2516,949929751
2517,815890020
2518,678024163
2519,536978705
2520,393415078
2521,248006527
2522,101434947
2523,-45612313
2524,-192445675
2525,-338376560
2526,-482720624
2527,-624800965
2528,-763951294
2529,-899519065
2530,-1030868530
2531,-1157383726
2532,-1278471358
2533,-1393563584
2534,-1502120677
2535,-1603633558
2536,-1697626181
2537,-1783657766
2538,-1861324868
2539,-1930263266
2540,-1990149672
2541,-2040703248
2542,-2081686923
2543,-2112908503
2544,-2134221574
2545,-2145526189
2546,-2146769334
2547,-2137945180
2548,-2119095107
2549,-2090307513
2550,-2051717398
2551,-2003505731
2552,-1945898601
2553,-1879166157
2554,-1803621341
2555,-1719618423
2556,-1627551334
2557,-1527851825
2558,-1420987437
2559,-1307459312
2560,-1187799841
2561,-1062570170
2562,-932357563
2563,-797772655
2564,-659446583
2565,-518028029
2566,-374180176
2567,-228577601
2568,-81903109
2569,65155468
2570,211908498
2571,357667782
2572,501749778
2573,643478812
2574,782190246
2575,917233589
2576,1047975555
2577,1173803027
2578,1294125937
2579,1408380028
2580,1516029505
2581,1616569544
2582,1709528661
2583,1794470925
2584,1870997996
2585,1938751001
2586,1997412210
2587,2046706532
2588,2086402801
2589,2116314859
2590,2136302435
2591,2146271795
2592,2146176190
2593,2136016067
2594,2115839071
2595,2085739824
2596,2045859477
2597,1996385047
2598,1937548548
2599,1869625892
2600,1792935603
2601,1707837323
2602,1614730120
2603,1514050622
2604,1406270966
2605,1291896586
2606,1171463842
2607,1045537505
2608,914708107
2609,779589176
2610,640814352
2611,499034422
2612,354914264
2613,209129732
2614,62364484
2615,-84693223
2616,-231353761
2617,-376929362
2618,-520737349
2619,-662103332
2620,-800364374
2621,-934872098
2622,-1064995729
2623,-1190125050
2624,-1309673266
2625,-1423079754
2626,-1529812693
2627,-1629371558
2628,-1721289466
2629,-1805135367
2630,-1880516066
2631,-1947078063
2632,-2004509215
2633,-2052540198
2634,-2090945770
2635,-2119545828
2636,-2138206251
2637,-2146839532
2638,-2145405184
2639,-2133909933
2640,-2112407688
2641,-2080999282
2642,-2039832007
2643,-1989098915
2644,-1929037922
2645,-1859930683
2646,-1782101278
2647,-1695914688
2648,-1601775087
2649,-1500123943
2650,-1391437951
2651,-1276226795
2652,-1155030758
2653,-1028418191
2654,-896982846
2655,-761341089
2656,-622129014
2657,-479999458
2658,-335618939
2659,-189664532
2660,-42820690
2661,104223959
2662,250779849
2663,396159705
2664,539681765
2665,680672981
2666,818472173
2667,952433131
2668,1081927643
2669,1206348442
2670,1325112057
2671,1437661543
2672,1543469099
2673,1642038539
2674,1732907620
2675,1815650212
2676,1889878290
2677,1955243763
2678,2011440098
2679,2058203761
2680,2095315454
2681,2122601141
2682,2139932866
2683,2147229351
2684,2144456379
2685,2131626954
2686,2108801241
2687,2076086279
2688,2033635487
2689,1981647939
2690,1920367429
2691,1850081335
2692,1771119262
2693,1683851506
2694,1588687308
2695,1486072944
2696,1376489623
2697,1260451238
2698,1138501952
2699,1011213649
2700,879183248
2701,743029906
2702,603392118
2703,460924715
2704,316295800
2705,170183613
2706,23273347
2707,-123746058
2708,-270185155
2709,-415357216
2710,-558581455
2711,-699186220
2712,-836512142
2713,-969915232
2714,-1098769893
2715,-1222471859
2716,-1340441030
2717,-1452124188
2718,-1556997592
2719,-1654569438
2720,-1744382162
2721,-1826014585
2722,-1899083893
2723,-1963247424
2724,-2018204284
2725,-2063696752
2726,-2099511491
2727,-2125480546
2728,-2141482135
2729,-2147441220
2730,-2143329854
2731,-2129167319
2732,-2105020028
2733,-2071001223
2734,-2027270433
2735,-1974032735
2736,-1911537788
2737,-1840078662
2738,-1759990467
2739,-1671648776
2740,-1575467869
2741,-1471898787
2742,-1361427219
2743,-1244571222
2744,-1121878795
2745,-993925303
2746,-861310788
2747,-724657146
2748,-584605216
2749,-441811773
2750,-296946448
2751,-150688590
2752,-3724076
2753,143257901
2754,289568070
2755,434520306
2756,577434853
2757,717641514
2758,854482786
2759,987316952
2760,1115521083
2761,1238493965
2762,1355658916
2763,1466466489
2764,1570397050
2765,1666963216
2766,1755712139
2767,1836227630
2768,1908132110
2769,1971088383
2770,2024801214
2771,2069018717
2772,2103533532
2773,2128183803
2774,2142853932
2775,2147475122
2776,2142025703
2777,2126531230
2778,2101064365
2779,2065744534
2780,2020737370
2781,1966253935
2782,1902549729
2783,1829923495
2784,1748715814
2785,1659307510
2786,1562117864
2787,1457602648
2788,1346251988
2789,1228588064
2790,1105162662
2791,976554587
2792,843366948
2793,706224330
2794,565769865
2795,422662216
2796,277572487
2797,131181079
2798,-15825503
2799,-162757872
2800,-308926987
2801,-453647384
2802,-596240397
2803,-736037334
2804,-872382616
2805,-1004636849
2806,-1132179826
2807,-1254413432
2808,-1370764453
2809,-1480687258
2810,-1583666363
2811,-1679218846
2812,-1766896614
2813,-1846288499
2814,-1917022193
2815,-1978765990
2816,-2031230340
2817,-2074169213
2818,-2107381246
2819,-2130710690
2820,-2144048141
2821,-2147331054
2822,-2140544034
2823,-2123718908
2824,-2096934577
2825,-2060316648
2826,-2014036840
2827,-1958312183
2828,-1893403999
2829,-1819616675
2830,-1737296238
2831,-1646828730
2832,-1548638400
2833,-1443185712
2834,-1330965188
2835,-1212503088
2836,-1088354940
2837,-959102940
2838,-825353215
2839,-687732987
2840,-546887627
2841,-403477631
2842,-258175523
2843,-111662697
2844,35373771
2845,182244355
2846,328260301
2847,472736867
2848,614996528
2849,754372156
2850,890210147
2851,1021873487
2852,1148744740
2853,1270228941
2854,1385756389
2855,1494785316
2856,1596804431
2857,1691335313
2858,1777934658
2859,1856196358
2860,1925753405
2861,1986279608
2862,2037491131
2863,2079147815
2864,2111054312
2865,2133060995
2866,2145064665
2867,2147009029
2868,2138884969
2869,2120730584
2870,2092631008
2871,2054718016
2872,2007169399
2873,1950208139
2874,1884101355
2875,1809159056
2876,1725732685
2877,1634213471
2878,1535030593
2879,1428649173
2880,1315568085
2881,1196317626
2882,1071457022
2883,941571808
2884,807271081
2885,669184648
2886,527960066
2887,384259609
2888,238757162
2889,92135061
2890,-54919108
2891,-201715734
2892,-347566412
2893,-491787173
2894,-633701692
2895,-772644460
2896,-907963903
2897,-1039025439
2898,-1165214453
2899,-1285939181
2900,-1400633482
2901,-1508759496
2902,-1609810165
2903,-1703311611
2904,-1788825358
2905,-1865950387
2906,-1934325021
2907,-1993628615
2908,-2043583066
2909,-2083954109
2910,-2114552426
2911,-2135234526
2912,-2145903418
2913,-2146509071
2914,-2137048646
2915,-2117566507
2916,-2088154015
2917,-2048949100
2918,-2000135616
2919,-1941942472
2920,-1874642567
2921,-1798551504
2922,-1714026114
2923,-1621462778
2924,-1521295573
2925,-1413994236
2926,-1300061956
2927,-1180033021
2928,-1054470308
2929,-923962644
2930,-789122046
2931,-650580852
2932,-508988751
2933,-365009742
2934,-219319015
2935,-72599789
2936,74459893
2937,221170396
2938,366843718
2939,510796722
2940,652354339
2941,790852732
2942,925642413
2943,1056091283
2944,1181587601
2945,1301542850
2946,1415394499
2947,1522608639
2948,1622682488
2949,1715146750
2950,1799567811
2951,1875549778
2952,1942736332
2953,2000812403
2954,2049505640
2955,2088587698
2956,2117875299
2957,2137231100
2958,2146564331
2959,2145831224
2960,2135035217
2961,2114226938
2962,2083503967
2963,2043010380
2964,1992936073
2965,1933515869
2966,1865028421
2967,1787794900
2968,1702177494
2969,1608577707
2970,1507434477
2971,1399222116
2972,1284448086
2973,1163650622
2974,1037396205
2975,906276907
2976,770907613
2977,631923139
2978,489975254
2979,345729624
2980,199862692
2981,53058500
2982,-93994508
2983,-240606729
2984,-386090622
2985,-529763939
2986,-670952922
2987,-808995463
2988,-943244211
2989,-1073069604
2990,-1197862825
2991,-1317038654
2992,-1430038216
2993,-1536331597
2994,-1635420333
2995,-1726839747
2996,-1810161126
2997,-1884993733
2998,-1950986641
2999,-2007830375
3000,-2055258365
3001,-2093048197
3002,-2121022655
3003,-2139050554
3004,-2147047350
3005,-2144975544
3006,-2132844849
3007,-2110712155
3008,-2078681251
3009,-2036902348
3010,-1985571368
3011,-1924929028
3012,-1855259711
3013,-1776890133
3014,-1690187808
3015,-1595559328
3016,-1493448454
3017,-1384334036
3018,-1268727768
3019,-1147171786
3020,-1020236130
3021,-888516064
3022,-752629292
3023,-613213056
3024,-470921150
3025,-326420855
3026,-180389805
3027,-33512815
3028,113521333
3029,260023122
3030,405305530
3031,548687253
3032,689495900
3033,827071149
3034,960767838
3035,1089958995
3036,1214038777
3037,1332425311
3038,1444563420
3039,1549927233
3040,1648022644
3041,1738389634
3042,1820604425
3043,1894281472
3044,1959075264
3045,2014681949
3046,2060840761
3047,2097335236
3048,2123994234
3049,2140692736
3050,2147352435
3051,2143942100
3052,2130477724
3053,2107022448
3054,2073686266
3055,2030625509
3056,1978042110
3057,1916182660
3058,1845337249
3059,1765838108
3060,1678058049
3061,1582408718
3062,1479338662
3063,1369331231
3064,1252902305
3065,1130597880
3066,1002991503
3067,870681586
3068,734288597
3069,594452154
3070,451828020
3071,307085034
3072,160901969
3073,13964352
3074,-133038750
3075,-279417966
3076,-424486848
3077,-567565094
3078,-707981738
3079,-845078292
3080,-978211843
3081,-1106758057
3082,-1230114118
3083,-1347701543
3084,-1458968907
3085,-1563394420
3086,-1660488376
3087,-1749795453
3088,-1830896844
3089,-1903412224
3090,-1967001530
3091,-2021366559
3092,-2066252367
3093,-2101448461
3094,-2126789788
3095,-2142157510
3096,-2147479560
3097,-2142730979
3098,-2127934037
3099,-2103158124
3100,-2068519427
3101,-2024180384
3102,-1970348924
3103,-1907277490
3104,-1835261857
3105,-1754639741
3106,-1665789223
3107,-1569126967
3108,-1465106272
3109,-1354214944
3110,-1236973010
3111,-1113930276
3112,-985663754
3113,-852774950
3114,-715887049
3115,-575641987
3116,-432697445
3117,-287723763
3118,-141400798
3119,5585267
3120,152545141
3121,298789653
3122,443632987
3123,586395900
3124,726408902
3125,863015401
3126,995574779
3127,1123465398
3128,1246087513
3129,1362866087
3130,1473253484
3131,1576732042
3132,1672816497
3133,1761056260
3134,1841037529
3135,1912385232
3136,1974764782
3137,2027883651
3138,2071492735
3139,2105387530
3140,2129409087
3141,2143444755
3142,2147428714
3143,2141342282
3144,2125214000
3145,2099119503
3146,2063181161
3147,2017567507
3148,1962492447
3149,1898214257
3150,1825034368
3151,1743295960
3152,1653382346
3153,1555715176
3154,1450752462
3155,1338986428
3156,1220941201
3157,1097170357
3158,968254319
3159,834797642
3160,697426172
3161,556784114
3162,413531010
3163,268338648
3164,121887908
3165,-25134425
3166,-172038891
3167,-318136579
3168,-462742361
3169,-605178108
3170,-744775865
3171,-880880987
3172,-1012855208
3173,-1140079633
3174,-1261957641
3175,-1377917684
3176,-1487415966
3177,-1589938994
3178,-1685005985
3179,-1772171121
3180,-1851025640
3181,-1921199754
3182,-1982364378
3183,-2034232683
3184,-2076561430
3185,-2109152118
3186,-2131851913
3187,-2144554364
3188,-2147199902
3189,-2139776122
3190,-2122317838
3191,-2094906919
3192,-2057671911
3193,-2010787426
3194,-1954473331
3195,-1888993710
3196,-1814655632
3197,-1731807706
3198,-1640838447
3199,-1542174457
3200,-1436278423
3201,-1323646944
3202,-1204808208
3203,-1080319510
3204,-950764642
3205,-816751151
3206,-678907497
3207,-537880098
3208,-394330304
3209,-248931294
3210,-102364918
3211,44681499
3212,191518383
3213,337457139
3214,481813385
3215,623910163
3216,763081106
3217,898673572
3218,1030051697
3219,1156599384
3220,1277723184
3221,1392855087
3222,1501455180
3223,1603014182
3224,1697055830
3225,1783139115
3226,1860860349
3227,1929855057
3228,1989799688
3229,2040413130
3230,2081458031
3231,2112741911
3232,2134118063
3233,2145486245
3234,2146793144
3235,2138032631
3236,2119245790
3237,2090520722
3238,2051992133
3239,2003840703
3240,1946292239
3241,1879616615
3242,1804126508
3243,1720175929
3244,1628158564
3245,1528505932
3246,1421685353
3247,1308197765
3248,1188575368
3249,1063379133
3250,933196170
3251,798636973
3252,660332558
3253,518931506
3254,375096919
3255,229503310
3256,82833443
3257,-64224871
3258,-210982003
3259,-356749732
3260,-500844480
3261,-642590511
3262,-781323107
3263,-916391680
3264,-1047162822
3265,-1173023283
3266,-1293382838
3267,-1407677059
3268,-1515369962
3269,-1615956521
3270,-1708965033
3271,-1793959333
3272,-1870540841
3273,-1938350426
3274,-1997070094
3275,-2046424480
3276,-2086182134
3277,-2116156613
3278,-2136207351
3279,-2146240320
3280,-2146208471
3281,-2136111953
3282,-2115998113
3283,-2085961275
3284,-2046142298
3285,-1996727914
3286,-1937949850
3287,-1870083749
3288,-1793447869
3289,-1708401594
3290,-1615343750
3291,-1514710733
3292,-1406974463
3293,-1292640170
3294,-1172244026
3295,-1046350630
3296,-915550361
3297,-780456608
3298,-641702894
3299,-499939908
3300,-355832448
3301,-210056307
3302,-63295105
3303,83762920
3304,230428138
3305,376012761
3306,519834067
3307,661217606
3308,799500357
3309,934033842
3310,1064187165
3311,1189349970
3312,1308935304
3313,1422382371
3314,1529159160
3315,1628764939
3316,1720732607
3317,1804630879
3318,1880066313
3319,1946685156
3320,2004174996
3321,2052266234
3322,2090733346
3323,2119395940
3324,2138119603
3325,2146816529
3326,2145445934
3327,2134014246
3328,2112575073
3329,2081228956
3330,2040122891
3331,1989449647
3332,1929446856
3333,1860395901
3334,1782620599
3335,1696485677
3336,1602395066
3337,1500790004
3338,1392146971
3339,1276975448
3340,1155815535
3341,1029235411
3342,897828676
3343,762211563
3344,623020050
3345,480906878
3346,336538487
3347,190591895
3348,43751520
3349,-103294027
3350,-249855176
3351,-395244627
3352,-538780574
3353,-679789903
3354,-817611349
3355,-951598598
3356,-1081123314
3357,-1205578089
3358,-1324379293
3359,-1436969805
3360,-1542821630
3361,-1641438375
3362,-1732357576
3363,-1815152867
3364,-1889435977
3365,-1954858556
3366,-2011113803
3367,-2057937909
3368,-2095111291
3369,-2122459624
3370,-2139854659
3371,-2147214821
3372,-2144505595
3373,-2131739685
3374,-2108976957
3375,-2076324157
3376,-2033934411
3377,-1982006507
3378,-1920783960
3379,-1850553875
3380,-1771645596
3381,-1684429165
3382,-1589313584
3383,-1486744899
3384,-1377204106
3385,-1261204899
3386,-1139291257
3387,-1012034895
3388,-880032585
3389,-743903351
3390,-604285574
3391,-461833993
3392,-317216636
3393,-171111688
3394,-24204310
3395,122816574
3396,269261508
3397,414443738
3398,557682430
3399,698305863
3400,835654582
3401,969084490
3402,1097969865
3403,1221706298
3404,1339713525
3405,1451438150
3406,1556356240
3407,1653975778
3408,1743838979
3409,1825524426
3410,1898649056
3411,1962869949
3412,2017885941
3413,2063439034
3414,2099315605
3415,2125347412
3416,2141412378
3417,2147435166
3418,2143387532
3419,2129288457
3420,2105204060
3421,2071247285
3422,2027577371
3423,1974399110
3424,1911961881
3425,1840558486
3426,1760523770
3427,1672233058
3428,1576100390
3429,1472576581
3430,1362147107
3431,1245329828
3432,1122672561
3433,994750508
3434,862163561
3435,725533489
3436,585501018
3437,442722834
3438,297868496
3439,151617301
3440,4655094
3441,-142328942
3442,-288645526
3443,-433608503
3444,-576538068
3445,-716763951
3446,-853628562
3447,-986490071
3448,-1114725424
3449,-1237733259
3450,-1354936730
3451,-1465786210
3452,-1569761868
3453,-1666376110
3454,-1755175862
3455,-1835744697
3456,-1907704786
3457,-1970718671
3458,-2024490849
3459,-2068769153
3460,-2103345941
3461,-2128059063
3462,-2142792629
3463,-2147477544
3464,-2142091838
3465,-2126660767
3466,-2101256697
3467,-2065998759
3468,-2021052297
3469,-1966628086
3470,-1902981351
3471,-1830410562
3472,-1749256042
3473,-1659898366
3474,-1562756578
3475,-1458286224
3476,-1346977221
3477,-1229351552
3478,-1105960825
3479,-977383682
3480,-844223087
3481,-707103498
3482,-566667940
3483,-423574985
3484,-278495671
3485,-132110348
3486,14894507
3487,161829515
3488,308005622
3489,452737332
3490,595345926
3491,735162638
3492,871531797
3493,1003813897
3494,1131388601
3495,1253657644
3496,1370047646
3497,1480012793
3498,1583037404
3499,1678638342
3500,1766367287
3501,1845812832
3502,1916602416
3503,1978404072
3504,2030927978
3505,2073927825
3506,2107201964
3507,2130594354
3508,2143995298
3509,2147341951
3510,2140618620
3511,2123856833
3512,2097135194
3513,2060579017
3514,2014359730
3515,1958694080
3516,1893843112
3517,1820110945
3518,1737843347
3519,1647426112
3520,1549283254
3521,1443875014
3522,1331695705
3523,1213271394
3524,1089157433
3525,959935856
3526,826212649
3527,688614908
3528,547787899
3529,404392033
3530,259099765
3531,112592447
3532,-34442875
3533,-181316677
3534,-327340192
3535,-471828642
3536,-614104446
3537,-753500400
3538,-889362805
